********************************************************

Date : 2012/10/04 11:33:08

Parameters:

Speed : 50.0
Alpha : 1.0
X size : 600.0
N of ants : 200.0
Y size : 600.0
N of keys : 50.0
N of items : 500.0
Kd : 1.0E-4
Sigma : 10.0
Kp : 0.0010
Data:

********************************************************

Tick 	Pearson	Entropy	
660	0.01707001690111283	6.614133833355629	
661	0.015608035591291388	6.603536122121438	
662	0.01586227839633068	6.608649158529634	
663	0.016732584595824877	6.611572098703154	
664	0.013093367932531885	6.632972183263342	
665	0.013062948579669413	6.616840324840928	
666	0.012909967806948124	6.62621938579037	
667	0.01721559178090129	6.576251260173319	
668	0.014760818129764843	6.618276924800579	
669	0.01679821151809259	6.575516335006019	
670	0.018449835089123866	6.5760007700599195	
671	0.018690605449017288	6.5669766049591525	
672	0.019173470369815815	6.576749616346492	
673	0.01949159635052802	6.568337101169947	
674	0.01687967599674029	6.565233980112884	
675	0.016516066716410753	6.565781670793131	
676	0.017434943138556612	6.5524377886105265	
677	0.017465820446527235	6.542715172794381	
678	0.01763823485079511	6.535974587774029	
679	0.017344345797580343	6.5502454866315905	
680	0.01826867236792747	6.54931700775703	
681	0.01638080002042704	6.573360929999985	
682	0.017604235929878618	6.567474096787865	
683	0.015564738546646218	6.572525377906439	
684	0.016715171046430236	6.568882321554111	
685	0.016381964549305215	6.569648424167537	
686	0.01694844231847551	6.586289663665902	
687	0.015178121930613145	6.5579799913011	
688	0.016957503838996503	6.577696468339131	
689	0.018392988278080127	6.558414385762455	
690	0.017752301985468892	6.575485887232531	
691	0.016955619817377796	6.597722156710998	
692	0.01658894416211034	6.592673980790491	
693	0.015928870185317905	6.603916049666075	
694	0.016621537330682917	6.59492377618224	
695	0.018638416724229685	6.585500203142417	
696	0.014967302945719081	6.603893656959735	
697	0.015579252920122728	6.586201297344466	
698	0.018068401273181964	6.596442901160522	
699	0.019317740282626485	6.566999211075873	
700	0.018025627299714065	6.545898538986385	
701	0.018976907939653266	6.537602541480201	
702	0.01932112747036	6.5353440611877955	
703	0.019240223128065313	6.55464774832002	
704	0.018706796777439808	6.559933678155212	
705	0.02127273455940525	6.5395194779758645	
706	0.02085216268194517	6.548654564511079	
707	0.02018325765437081	6.560312506293003	
